player_name,info,overall_rating,potential_rating,age,wages,primary_foot,work_rate,strong_foot,weak_foot,release_clause,ref_url,hieght,weight,club,country
 Carlos Garcés , ST |    2021 - 2023  , 70 , 70 , 30 ,  €1.6M €16K , R , M / L , 3   , 3   , €0 ,/player/241499/carlos-garces," 185cm | 6'0"" ", High & Stocky (85kg | 187lbs) ,Barcelona SC Guayaquil,Ecuador
 Cristian Ferreira ," CM, CAM |    2017 - 2025  ", 70 , 80 , 20 ,  €3.5M €5.8K , R , M / L , 3   , 3   , €0 ,/player/241568/cristian-ferreira," 175cm | 5'8"" ", Lean (69kg | 152lbs) ,Colón,Argentina
 Rogério ," LB, LM |    2019 - 2023  ", 70 , 79 , 22 ,  €3.4M €13K , L , M / M , 3   , 3   , €0 ,/player/241629/rogerio," 178cm | 5'10"" ", Average (70kg | 154lbs) ,Sassuolo,Brazil
 André Pereira ," ST, RW, LW |    2020 - 2024  ", 70 , 73 , 25 ,  €2.1M €6.6K , L , M / M , 3   , 2   , €0 ,/player/241720/andre-pereira," 188cm | 6'2"" ", High & Average+ (82kg | 181lbs) ,Rio Ave,Portugal
 Alireza Beiranvand , GK |    2020 - 2023  , 70 , 72 , 27 ,  €1.5M €8.6K , R , M / M , 1   , 1   , €0 ,/player/241790/alireza-beiranvand," 194cm | 6'4"" ", High & Average (81kg | 179lbs) ,Antwerp,Iran
 Sergio Barreto , CB |    2017 - 2023  , 70 , 78 , 21 ,  €3.3M €6.7K , R , L / H , 2   , 3   , €0 ,/player/241872/sergio-barreto," 183cm | 6'0"" ", Average (77kg | 170lbs) ,Independiente,Argentina
 Chris Führich ," RW, ST |    2020 - 2022  ", 70 , 75 , 22 ,  €2.4M €11K , R , H / M , 3   , 4   , €0 ,/player/241925/chris-fuhrich," 178cm | 5'10"" ", Lean (69kg | 152lbs) ,SC Paderborn 07,Germany
 Stanley Nsoki ," CB, LB |    2019 - 2023  ", 70 , 77 , 21 ,  €3M €11.5K , L , L / M , 2   , 2   , €0 ,/player/241941/stanley-nsoki," 184cm | 6'0"" ", Stocky (83kg | 183lbs) ,OGC Nice,France
 Francis Amuzu ," RW, LW |    2018 - 2024  ", 70 , 79 , 20 ,  €3.5M €10K , R , H / M , 4   , 5   , €0 ,/player/241947/francis-amuzu," 170cm | 5'6"" ", Short & Lean- (66kg | 146lbs) ,Anderlecht,Belgium
 Jordan Sierra ," CM, CDM |    2019 - 2022 |  R.Face  ", 70 , 77 , 23 ,  €3.2M €20K , R , M / M , 3   , 4   , €6.5M ,/player/242069/jordan-sierra," 169cm | 5'6"" ", Short & Lean (62kg | 137lbs) ,Tigres U.A.N.L.,Ecuador
 Kristijan Bistrović ," CDM, CM |    2018 - 2022  ", 70 , 80 , 22 ,  €3.4M €6.6K , R , M / M , 3   , 3   , €8.4M ,/player/242079/kristijan-bistrovic," 183cm | 6'0"" ", Average (75kg | 165lbs) ,Kasımpaşa,Croatia
 Marius Lode , CB |    2017 - 2021  , 70 , 72 , 27 ,  €1.7M €3.2K , R , M / M , 2   , 3   , €0 ,/player/242160/marius-lode," 185cm | 6'0"" ", High & Average (77kg | 170lbs) ,FK Bodø/Glimt,Norway
 Oumar Solet , CB |    2020 - 2025  , 70 , 80 , 20 ,  €3.3M €9.6K , R , M / M , 2   , 4   , €0 ,/player/242238/oumar-solet," 192cm | 6'3"" ", High & Average (81kg | 179lbs) ,RB Salzburg,France
 Lewis Ferguson ," CM, CDM |    2018 - 2024  ", 70 , 82 , 20 ,  €3.8M €3.9K , R , H / H , 3   , 4   , €0 ,/player/242280/lewis-ferguson," 181cm | 5'11"" ", Average (75kg | 165lbs) ,Aberdeen,Scotland
 Jeronimo Cacciabue ," CDM, CM, RM |    2018 - 2022  ", 70 , 80 , 22 ,  €3.4M €6.7K , R , M / M , 2   , 3   , €6.5M ,/player/242294/jeronimo-cacciabue," 173cm | 5'8"" ", Average (73kg | 161lbs) ,Newell's Old Boys,Argentina
 Guillermo Soto ," RB, CB |    2018 - 2022  ", 70 , 71 , 26 ,  €1.7M €9.6K , R , L / H , 2   , 3   , €0 ,/player/242306/guillermo-soto," 177cm | 5'9"" ", Lean (69kg | 152lbs) ,Palestino,Chile
 Jorge Filipe Oliveira Fernandes , CB |    2020 - 2025  , 70 , 77 , 23 ,  €3M €4.8K , R , M / M , 2   , 2   , €0 ,/player/242359/jorge-filipe-oliveira-fernandes," 191cm | 6'3"" ", High & Average (91kg | 201lbs) ,Vitória Guimarães,Portugal
 Elvir Koljić , ST |    2018 - 2025  , 70 , 72 , 25 ,  €2M €7.2K , R , M / L , 2   , 4   , €0 ,/player/242494/elvir-koljic," 191cm | 6'3"" ", High & Average (85kg | 187lbs) ,Universitatea Craiova,Bosnia and Herzegovina
 Carlos Rotondi ," LM, LW |    2021 - 2024  ", 70 , 76 , 23 ,  €2.5M €7.6K , L , H / M , 2   , 2   , €0 ,/player/242571/carlos-rotondi," 184cm | 6'0"" ", Average (73kg | 161lbs) ,Defensa y Justicia,Argentina
 Déiber Caicedo ," RM, LM, LW |    2021 - 2023  ", 70 , 78 , 20 ,  €3.5M €3.7K , R , H / M , 4   , 2   , €6.4M ,/player/242573/deiber-caicedo," 168cm | 5'6"" ", Short & Lean (69kg | 152lbs) ,Vancouver Whitecaps,Colombia
 Josha Vagnoman ," RB, LM, LB |    2018 - 2024  ", 70 , 83 , 19 ,  €3.6M €4K , R , H / M , 2   , 4   , €0 ,/player/242602/josha-vagnoman," 187cm | 6'1"" ", High & Stocky (86kg | 190lbs) ,Hamburger SV,Germany
 Ionuț Nedelcearu ," CB, CDM |    2020 - 2025  ", 70 , 76 , 24 ,  €2.3M €11.5K , R , M / H , 2   , 4   , €0 ,/player/242614/ionut-nedelcearu," 190cm | 6'2"" ", High & Average (85kg | 187lbs) ,AEK,Romania
 Jordan Beyer ," RB, CB |    2018 - 2022  ", 70 , 79 , 20 ,  €3.3M €12K , R , M / M , 2   , 3   , €0 ,/player/242660/jordan-beyer," 187cm | 6'1"" ", High & Average (80kg | 176lbs) ,Borussia M'gladbach,Germany
 Koki Anzai ," LB, RB |    2021 - 2026  ", 70 , 73 , 25 ,  €1.9M €5.2K , R , H / M , 3   , 5   , €3.2M ,/player/242776/koki-anzai," 172cm | 5'7"" ", Average (64kg | 141lbs) ,Kashima Antlers,Japan
 Ismael Govea , RB |    2018 - 2021  , 70 , 77 , 23 ,  €3M €11K , R , M / M , 2   , 3   , €0 ,/player/242865/ismael-govea," 176cm | 5'9"" ", Lean (69kg | 152lbs) ,Santos Laguna,Mexico
 Maarten Vandevoordt , GK |    2018 - 2023  , 70 , 86 , 18 ,  €3.6M €800 , R , M / M , 1   , 2   , €0 ,/player/242879/maarten-vandevoordt," 187cm | 6'1"" ", High & Average+ (79kg | 174lbs) ,Genk,Belgium
 Jurgen Ekkelenkamp ," CAM, CM |    2017 - 2022 |  R.Face  ", 70 , 80 , 20 ,  €3.5M €6.5K , R , M / M , 3   , 4   , €6.2M ,/player/243249/jurgen-ekkelenkamp," 188cm | 6'2"" ", High & Average (75kg | 165lbs) ,Ajax,Holland
 Heriberto Borges Tavares ," RW, RM |    2020 - 2024  ", 70 , 76 , 23 ,  €2.5M €6.5K , L , H / M , 3   , 5   , €0 ,/player/243270/heriberto-borges-tavares," 181cm | 5'11"" ", Lean (66kg | 146lbs) ,Famalicão,Portugal
 Felix Agu ," LB, RB, LM |    2020 - 2024  ", 70 , 83 , 20 ,  €3.7M €9.5K , R , H / M , 3   , 3   , €0 ,/player/243350/felix-agu," 180cm | 5'10"" ", Lean (67kg | 148lbs) ,Werder Bremen,Germany
 Varela Semedo ," RM, RW |    2018 - 2022  ", 70 , 73 , 24 ,  €2.2M €6.6K , R , M / L , 4   , 4   , €0 ,/player/243402/varela-semedo," 175cm | 5'8"" ", Average (74kg | 163lbs) ,Fortuna Sittard,Cape Verde Islands
 Sebastian Walukiewicz , CB |    2019 - 2024  , 70 , 81 , 20 ,  €3.3M €11K , R , H / M , 2   , 2   , €0 ,/player/243497/sebastian-walukiewicz," 188cm | 6'2"" ", High & Average (85kg | 187lbs) ,Cagliari,Poland
 Karlo Letica , GK |    2018 - 2022  , 70 , 75 , 23 ,  €1.9M €6.5K , R , M / M , 1   , 3   , €0 ,/player/243538/karlo-letica," 201cm | 6'7"" ", High & Average (96kg | 212lbs) ,Sampdoria,Croatia
 Armand Laurienté ," RM, RW |    2020 - 2024  ", 70 , 79 , 21 ,  €3.6M €11.5K , R , M / M , 3   , 3   , €0 ,/player/243593/armand-lauriente," 171cm | 5'7"" ", Average (59kg | 130lbs) ,FC Lorient,France
 Kalindi Alves de Souza , RB |    2018 - 2022  , 70 , 71 , 26 ,  €1.7M €6.2K , R , H / M , 3   , 2   , €0 ,/player/243662/kalindi-alves-de-souza," 170cm | 5'6"" ", Short & Lean- (63kg | 139lbs) ,Nacional (Madeira),Brazil
 Iñigo Vicente Elorduy , LW |    2017 - 2023  , 70 , 78 , 22 ,  €3.6M €11.5K , R , M / M , 4   , 4   , €9.2M ,/player/243792/inigo-vicente-elorduy," 178cm | 5'10"" ", Lean (68kg | 150lbs) ,Athletic Club de Bilbao,Spain
 Igor Plastun , CB |    2018 - 2022  , 70 , 70 , 29 ,  €1.3M €11.5K , R , M / M , 2   , 3   , €0 ,/player/243863/igor-plastun," 193cm | 6'3"" ", High & Average+ (80kg | 176lbs) ,Gent,Ukraine
 Jonathan Carlos Herrera ," ST, LW |    2020 - 2022  ", 70 , 70 , 28 ,  €1.6M €11.5K , L , M / M , 2   , 3   , €0 ,/player/243977/jonathan-carlos-herrera," 175cm | 5'8"" ", Average (75kg | 165lbs) ,Independiente,Argentina
 Alejandro Díez Salomón ," RB, RM, LB |    2020 - 2023  ", 70 , 75 , 24 ,  €2.2M €4.8K , R , H / M , 3   , 3   , €0 ,/player/243988/alejandro-diez-salomon," 175cm | 5'8"" ", Average (74kg | 163lbs) ,UD Las Palmas,Spain
 Lucas Lima Linhares ," CF, LM |    2019 - 2024  ", 70 , 73 , 23 ,  €2.2M €7.1K , R , H / M , 3   , 3   , €0 ,/player/244186/lucas-lima-linhares," 166cm | 5'5"" ", Short & Lean- (67kg | 148lbs) ,Legia Warszawa,Brazil
 Nikola Katić , CB |    2018 - 2023  , 70 , 79 , 23 ,  €3.3M €20.5K , R , M / M , 2   , 2   , €0 ,/player/244204/nikola-katic," 194cm | 6'4"" ", High & Average (80kg | 176lbs) ,Rangers,Croatia
 Maximiliano Salas ," ST, RM |    2019 - 2023  ", 70 , 78 , 22 ,  €3.6M €7.6K , L , M / M , 2   , 3   , €7.6M ,/player/244205/maximiliano-salas," 172cm | 5'7"" ", Stocky (75kg | 165lbs) ,Necaxa,Argentina
 Jonathan Burkardt ," ST, RW |    2018 - 2024  ", 70 , 81 , 19 ,  €3.5M €9.5K , R , M / M , 3   , 3   , €7.8M ,/player/244257/jonathan-burkardt," 181cm | 5'11"" ", Average (76kg | 168lbs) ,1. FSV Mainz 05,Germany
 Sadegh Moharrami , RB |    2018 - 2025  , 70 , 74 , 24 ,  €2.1M €8.3K , R , H / H , 3   , 3   , €0 ,/player/244259/sadegh-moharrami," 174cm | 5'8"" ", Average (71kg | 157lbs) ,Dinamo Zagreb,Iran
 Ivan Šunjić ," CDM, CM |    2019 - 2024  ", 70 , 73 , 23 ,  €2M €8.1K , R , M / H , 2   , 3   , €0 ,/player/244271/ivan-sunjic," 184cm | 6'0"" ", Average (75kg | 165lbs) ,Birmingham City,Croatia
 Artem Besedin , ST |    2017 - 2024  , 70 , 74 , 24 ,  €2.3M €11K , R , H / H , 3   , 3   , €0 ,/player/244368/artem-besedin," 185cm | 6'0"" ", High & Average (76kg | 168lbs) ,Dynamo Kyiv,Ukraine
 Artem Shabanov , CB |    2018 - 2021  , 70 , 71 , 28 ,  €1.5M €7.1K , L , M / M , 2   , 3   , €0 ,/player/244381/artem-shabanov," 190cm | 6'2"" ", High & Average (83kg | 183lbs) ,Legia Warszawa,Ukraine
 Mohamed Ali Camara , CB |    2018 - 2024  , 70 , 81 , 22 ,  €3.3M €9.7K , R , M / H , 2   , 2   , €0 ,/player/244401/mohamed-ali-camara," 191cm | 6'3"" ", High & Average (81kg | 179lbs) ,BSC Young Boys,Guinea
 Jens-lys Cajuste ," CM, CDM |    2018 - 2023  ", 70 , 80 , 20 ,  €3.5M €11K , R , M / M , 3   , 4   , €0 ,/player/244472/jens-lys-cajuste," 188cm | 6'2"" ", High & Average (77kg | 170lbs) ,FC Midtjylland,Sweden
 Marquinhos Cipriano ," LB, LM |    2018 - 2023  ", 70 , 79 , 21 ,  €3.4M €7.6K , L , M / M , 3   , 3   , €0 ,/player/244497/marquinhos-cipriano," 171cm | 5'7"" ", Average (66kg | 146lbs) ,Shakhtar Donetsk,Brazil
 Javier Hernández Carrera ," LB, CB, LM |    2020 - 2024  ", 70 , 79 , 22 ,  €3.4M €6K , L , M / M , 3   , 2   , €7M ,/player/244523/javier-hernandez-carrera," 182cm | 5'11"" ", Average (75kg | 165lbs) ,CD Leganés,Spain
 Aleksandar Paločević ," CAM, CM |    2021 - 2023  ", 70 , 71 , 26 ,  €1.9M €6.8K , L , M / L , 3   , 3   , €0 ,/player/244582/aleksandar-palocevic," 180cm | 5'10"" ", Lean (70kg | 154lbs) ,FC Seoul,Serbia
 Oleksiy Shevchenko , GK |    2018 - 2023  , 70 , 72 , 28 ,  €1.4M €9.1K , R , M / M , 1   , 3   , €0 ,/player/244584/oleksiy-shevchenko," 188cm | 6'2"" ", High & Average (82kg | 181lbs) ,Shakhtar Donetsk,Ukraine
 Albanis ," LM, RM, ST |    2018 - 2024  ", 70 , 71 , 25 ,  €1.9M €14K , R , M / L , 3   , 3   , €0 ,/player/244605/albanis," 184cm | 6'0"" ", Average (83kg | 183lbs) ,AEK,Greece
 Zvonimir Kozulj , CM |    2020 - 2022  , 70 , 71 , 26 ,  €1.9M €8.5K , R , H / M , 3   , 4   , €0 ,/player/244750/zvonimir-kozulj," 180cm | 5'10"" ", Average (78kg | 172lbs) ,Gaziantep FK,Bosnia and Herzegovina
 Tomáš Chorý , ST |    2018 - 2022  , 70 , 72 , 25 ,  €2M €8.9K , R , M / M , 2   , 3   , €3.7M ,/player/244793/tomas-chory," 200cm | 6'6"" ", High & Average (101kg | 223lbs) ,Zulte Waregem,Czech Republic
 Kamal Sowah ," CF, CAM, LM |    2018 - 2022  ", 70 , 79 , 20 ,  €3.5M €7.1K , L , H / H , 3   , 3   , €0 ,/player/244853/kamal-sowah," 179cm | 5'10"" ", Lean (66kg | 146lbs) ,OH Leuven,Ghana
 Palacios , LB |    2019 - 2022  , 70 , 80 , 20 ,  €3.3M €3.2K , L , M / M , 3   , 2   , €6.5M ,/player/245065/palacios," 169cm | 5'6"" ", Short & Lean- (65kg | 143lbs) ,Los Angeles FC,Ecuador
 Franco Russo , CB |    2018 - 2024  , 70 , 74 , 25 ,  €2M €5K , R , M / M , 2   , 3   , €3.7M ,/player/245156/franco-russo," 185cm | 6'0"" ", High & Average (78kg | 172lbs) ,RCD Mallorca,Argentina
 Juan Diego Molina Martínez ," ST, CAM |    2018 - 2022  ", 70 , 71 , 26 ,  €1.9M €6.2K , R , H / L , 4   , 3   , €0 ,/player/245157/juan-diego-molina-martinez," 178cm | 5'10"" ", Lean (71kg | 157lbs) ,CE Sabadell,Spain
 Bruno Lamas ," CAM, CM |    2021 - 2023  ", 70 , 71 , 26 ,  €1.9M €5.1K , L , M / M , 3   , 3   , €0 ,/player/245261/bruno-lamas," 176cm | 5'9"" ", Average (70kg | 154lbs) ,Daegu FC,Brazil
 Max Kilman , CB |    2018 - 2025 |  R.Face  , 70 , 78 , 23 ,  €3.3M €28.5K , L , M / M , 2   , 4   , €8M ,/player/245336/max-kilman," 195cm | 6'4"" ", High & Average (80kg | 176lbs) ,Wolverhampton Wanderers,England
 Chima Okoroji , LB |    2018 - 2022  , 70 , 76 , 23 ,  €2.4M €8.9K , L , H / L , 2   , 3   , €0 ,/player/245428/chima-okoroji," 178cm | 5'10"" ", Average (73kg | 161lbs) ,SC Paderborn 07,England
 Adolfo Gaich , ST |    2020 - 2025  , 70 , 81 , 21 ,  €3.6M €8.3K , R , M / M , 2   , 3   , €0 ,/player/245437/adolfo-gaich," 190cm | 6'2"" ", High & Average (79kg | 174lbs) ,Benevento,Argentina
 Christian Kühlwetter ," ST, RM, LM |    2020 - 2024  ", 70 , 74 , 24 ,  €2.3M €13K , R , H / M , 3   , 3   , €0 ,/player/245543/christian-kuhlwetter," 180cm | 5'10"" ", Average (79kg | 174lbs) ,1. FC Heidenheim,Germany
 Makhtar Gueye , ST |    2020 - 2024  , 70 , 75 , 22 ,  €2.5M €7K , R , H / L , 2   , 2   , €0 ,/player/245652/makhtar-gueye," 195cm | 6'4"" ", High & Average (91kg | 201lbs) ,Oostende,Senegal
 Shinnosuke Hatanaka , CB |    2018 - 2022  , 70 , 73 , 24 ,  €1.9M €5.8K , R , M / M , 2   , 3   , €0 ,/player/245785/shinnosuke-hatanaka," 184cm | 6'0"" ", Average (80kg | 176lbs) ,Yokohama F·Marinos,Japan
 Víctor Mollejo Carpintero ," LM, RM |    2018 - 2024  ", 70 , 82 , 19 ,  €3.8M €3.2K , L , H / H , 3   , 3   , €0 ,/player/245999/victor-mollejo-carpintero," 176cm | 5'9"" ", Average (63kg | 139lbs) ,RCD Mallorca,Spain
 Santiago Sosa ," CDM, CM |    2021 - 2022  ", 70 , 80 , 21 ,  €3.4M €3.2K , R , M / M , 2   , 3   , €0 ,/player/246033/santiago-sosa," 179cm | 5'10"" ", Average (78kg | 172lbs) ,Atlanta United FC,Argentina
 Marcelo Herrera ," RB, RWB |    2018 - 2023  ", 70 , 79 , 21 ,  €3.4M €7.4K , R , M / M , 2   , 3   , €0 ,/player/246106/marcelo-herrera," 180cm | 5'10"" ", Lean (71kg | 157lbs) ,San Lorenzo de Almagro,Argentina
 Sam McCallum ," LWB, LB |    2020 - 2024  ", 70 , 80 , 19 ,  €3.3M €11K , L , M / H , 3   , 3   , €0 ,/player/246155/sam-mccallum," 183cm | 6'0"" ", Lean (73kg | 161lbs) ,Coventry City,England
 Lautaro Valenti , CB |    2019 - 2022  , 70 , 75 , 21 ,  €2.2M €11K , L , H / M , 2   , 4   , €0 ,/player/246164/lautaro-valenti," 188cm | 6'2"" ", High & Average (80kg | 176lbs) ,Parma,Argentina
 Tomáš Wiesner ," RB, RM |    2015 - 2023  ", 70 , 76 , 22 ,  €2.4M €9.1K , R , H / L , 2   , 2   , €0 ,/player/246183/tomas-wiesner," 176cm | 5'9"" ", Average (65kg | 143lbs) ,Sparta Praha,Czech Republic
 Óscar Gil Regaño ," RB, RWB |    2020 - 2024  ", 70 , 78 , 22 ,  €3.4M €4.2K , R , M / M , 3   , 3   , €0 ,/player/246284/oscar-gil-regano," 173cm | 5'8"" ", Average (70kg | 154lbs) ,RCD Espanyol,Spain
 Yuki Soma ," LM, RM |    2018 - 2022  ", 70 , 74 , 23 ,  €2.3M €3.6K , R , H / L , 3   , 3   , €0 ,/player/246316/yuki-soma," 165cm | 5'4"" ", Short and Balanced  (66kg | 146lbs) ,Nagoya Grampus,Japan
 Mathías Suárez ," RB, RWB |    2019 - 2023  ", 70 , 75 , 24 ,  €2.2M €13K , R , M / M , 2   , 4   , €0 ,/player/246387/mathias-suarez," 182cm | 5'11"" ", Lean (80kg | 176lbs) ,Montpellier HSC,Uruguay
 Santiago Rojas , GK |    2019 - 2024  , 70 , 76 , 24 ,  €2M €6.3K , R , M / M , 1   , 3   , €0 ,/player/246398/santiago-rojas," 185cm | 6'0"" ", High & Average (80kg | 176lbs) ,Nacional Asunción,Paraguay
 Beder Caicedo ," LB, LM |    2020 - 2022  ", 70 , 70 , 28 ,  €1.4M €10.5K , L , H / M , 3   , 2   , €0 ,/player/246403/beder-caicedo," 180cm | 5'10"" ", Lean (70kg | 154lbs) ,Independiente del Valle,Ecuador
 Bryan Angulo , ST |    2019 - 2022  , 70 , 74 , 24 ,  €2.3M €28.5K , R , H / L , 3   , 4   , €0 ,/player/246405/bryan-angulo," 183cm | 6'0"" ", Average (70kg | 154lbs) ,Cruz Azul,Ecuador
 Yoshinori Suzuki , CB |    2021 - 2022  , 70 , 71 , 27 ,  €1.6M €2.8K , R , L / M , 2   , 3   , €0 ,/player/246443/yoshinori-suzuki," 184cm | 6'0"" ", Lean (73kg | 161lbs) ,Shimizu S-Pulse,Japan
 Tomoki Iwata ," CB, CDM |    2021 - 2022  ", 70 , 76 , 23 ,  €2.3M €5.8K , R , H / M , 2   , 3   , €0 ,/player/246444/tomoki-iwata," 178cm | 5'10"" ", Average (75kg | 165lbs) ,Yokohama F·Marinos,Japan
 Noah Katterbach , LB |    2018 - 2024  , 70 , 84 , 19 ,  €3.6M €7K , L , M / M , 2   , 2   , €0 ,/player/246666/noah-katterbach," 178cm | 5'10"" ", Average (73kg | 161lbs) ,1. FC Köln,Germany
 Joaquín Novillo , CB |    2019 - 2022  , 70 , 76 , 22 ,  €2.3M €8.1K , L , L / M , 2   , 3   , €0 ,/player/246667/joaquin-novillo," 190cm | 6'2"" ", High & Average (85kg | 187lbs) ,Racing Club de Avellaneda,Argentina
 Gustavo Velázquez , CB |    2020 - 2021  , 70 , 70 , 29 ,  €1.3M €7.6K , R , M / H , 2   , 2   , €2.7M ,/player/246696/gustavo-velazquez," 181cm | 5'11"" ", Lean (78kg | 172lbs) ,FC Juárez,Paraguay
 Jan Van den Bergh ," CB, LB |    2020 - 2025  ", 70 , 73 , 25 ,  €1.9M €6.4K , L , M / M , 2   , 3   , €0 ,/player/246716/jan-van-den-bergh," 189cm | 6'2"" ", High & Average+ (84kg | 185lbs) ,Beerschot,Belgium
 Eduardo Aguirre ," ST, CF |    2019 - 2024  ", 70 , 80 , 21 ,  €3.6M €11.5K , R , M / M , 2   , 3   , €0 ,/player/246755/eduardo-aguirre," 176cm | 5'9"" ", Lean (75kg | 165lbs) ,Santos Laguna,Mexico
 Kenta Nishizawa , LM |    2019 - 2024  , 70 , 73 , 23 ,  €2.2M €2.7K , R , H / M , 2   , 3   , €0 ,/player/246797/kenta-nishizawa," 171cm | 5'7"" ", Average (67kg | 148lbs) ,Shimizu S-Pulse,Japan
 Nicolás Capaldo ," CM, CDM, RB |    2019 - 2021  ", 70 , 81 , 21 ,  €3.6M €9.1K , R , M / H , 2   , 2   , €0 ,/player/246885/nicolas-capaldo," 177cm | 5'9"" ", Average (73kg | 161lbs) ,Buenos Aires,Argentina
 Víctor Campuzano Bonilla ," ST, CF |    2021 - 2025  ", 70 , 76 , 23 ,  €2.5M €5.9K , L , H / L , 3   , 3   , €0 ,/player/246949/victor-campuzano-bonilla," 174cm | 5'8"" ", Average (72kg | 159lbs) ,Real Sporting de Gijón,Spain
 Alexander Bernabei ," LB, LW, LM |    2019 - 2023  ", 70 , 82 , 19 ,  €3.6M €5K , L , H / M , 3   , 3   , €7M ,/player/247106/alexander-bernabei," 169cm | 5'6"" ", Short & Lean (65kg | 143lbs) ,Lanús,Argentina
 Juan Pablo Segovia , CB |    2021 - 2023  , 70 , 70 , 31 ,  €1.1M €4.8K , L , L / H , 2   , 3   , €0 ,/player/247148/juan-pablo-segovia," 185cm | 6'0"" ", High & Average (89kg | 196lbs) ,Puebla,Argentina
 Matěj Hanousek ," LWB, LM, LB |    2019 - 2022  ", 70 , 71 , 27 ,  €1.7M €10.5K , L , H / H , 2   , 2   , €0 ,/player/247203/matej-hanousek," 181cm | 5'11"" ", Average (76kg | 168lbs) ,Sparta Praha,Czech Republic
 Martin Hašek ," CM, CAM, CDM |    2021 - 2022  ", 70 , 73 , 24 ,  €2.2M €8.8K , L , H / M , 3   , 3   , €3.9M ,/player/247235/martin-hasek," 180cm | 5'10"" ", Lean (74kg | 163lbs) ,Würzburger Kickers,Czech Republic
 Brenden Aaronson ," CAM, CM |    2021 - 2025  ", 70 , 81 , 19 ,  €3.4M €8.3K , R , H / M , 3   , 3   , €0 ,/player/247361/brenden-aaronson," 178cm | 5'10"" ", Lean (67kg | 148lbs) ,RB Salzburg,United States
 Alejandro Sola López-Ocaña ," LM, LB, RM |    2017 - 2024  ", 70 , 76 , 21 ,  €2.6M €10.5K , R , M / M , 3   , 4   , €6.4M ,/player/247458/alejandro-sola-lopez-ocana," 178cm | 5'10"" ", Stocky (75kg | 165lbs) ,Real Sociedad,Spain
 Edgar González Estrada ," CDM, CB |    2018 - 2023  ", 70 , 79 , 23 ,  €3.3M €5.2K , R , H / H , 2   , 2   , €0 ,/player/247500/edgar-gonzalez-estrada," 193cm | 6'3"" ", High & Average+ (78kg | 172lbs) ,Real Oviedo,Spain
 Bandar Al Ahbabi ," RM, RB |    2016 - 2024  ", 70 , 70 , 30 ,  €1.5M €15K , R , H / H , 3   , 2   , €0 ,/player/247671/bandar-al-ahbabi," 170cm | 5'6"" ", Short & Lean (60kg | 132lbs) ,Al Ain FC (UAE),United Arab Emirates
 Domingos André Ribeiro Almeida , CM |    2016 - 2023  , 70 , 81 , 20 ,  €3.5M €4.6K , R , M / L , 3   , 3   , €0 ,/player/247729/domingos-andre-ribeiro-almeida," 176cm | 5'9"" ", Average (70kg | 154lbs) ,Vitória Guimarães,Portugal
 Valentin Crețu , RB |    2019 - 2023  , 70 , 70 , 31 ,  €1.2M €8.7K , R , H / H , 2   , 3   , €0 ,/player/247968/valentin-cretu," 176cm | 5'9"" ", Average (71kg | 157lbs) ,FCSB,Romania
 Darius Olaru , CM |    2020 - 2024  , 70 , 79 , 22 ,  €3.6M €8.3K , R , H / L , 3   , 4   , €6.2M ,/player/247972/darius-olaru," 177cm | 5'9"" ", Average (71kg | 157lbs) ,FCSB,Romania
 Santiago Arzamendia , LB |    2020 - 2  , 70 , 78 , 22 ,  €3.4M €4.9K , L , M / M , 2   , 3   , €7M ,/player/248053/santiago-arzamendia," 172cm | 5'7"" ", Average (72kg | 159lbs) ,NG - FA,Paraguay
 Valentin Mihăilă , LW |    2020 - 2025  , 70 , 76 , 20 ,  €2.5M €14K , R , H / M , 3   , 4   , €0 ,/player/248060/valentin-mihaila," 177cm | 5'9"" ", Lean (61kg | 134lbs) ,Parma,Romania
 David Lazăr , GK |    2017 - 2022  , 70 , 72 , 28 ,  €1.4M €5.4K , R , M / M , 1   , 3   , €0 ,/player/248091/david-lazar," 185cm | 6'0"" ", High & Average+ (82kg | 181lbs) ,Astra Giurgiu,Romania
 Risto Radunović , LB |    2021 - 2025  , 70 , 70 , 28 ,  €1.4M €9.1K , L , H / H , 2   , 3   , €0 ,/player/248095/risto-radunovic," 183cm | 6'0"" ", Average (77kg | 170lbs) ,FCSB,Montenegro
 Alexandru Mățan ," LM, LW |    2021 - 2021  ", 70 , 79 , 20 ,  €3.5M €3.7K , R , H / L , 3   , 3   , €6.6M ,/player/248113/alexandru-matan," 165cm | 5'4"" ", Short & Lean (61kg | 134lbs) ,Columbus Crew,Romania
 Martín Zubimendi Ibáñez ," CM, CDM, CB |    2018 - 2025  ", 70 , 81 , 21 ,  €3.6M €10.5K , R , M / M , 3   , 3   , €9M ,/player/248148/martin-zubimendi-ibanez," 181cm | 5'11"" ", Lean (74kg | 163lbs) ,Real Sociedad,Spain
 Valeriy Bondar , CB |    2017 - 2024  , 70 , 81 , 21 ,  €3.3M €7.6K , R , M / M , 2   , 2   , €0 ,/player/248698/valeriy-bondar," 184cm | 6'0"" ", Lean (76kg | 168lbs) ,Shakhtar Donetsk,Ukraine
